epoch,train_loss,train_accuracy,val_loss,val_accuracy,epoch_time_ms
78,0.55720082,0.80000000,0.69419316,0.55000000,395
79,0.55477437,0.82333333,0.69320986,0.54000000,394
80,0.55889231,0.77333333,0.69870835,0.52000000,404
81,0.55348208,0.80333333,0.69489778,0.53000000,395
82,0.55079805,0.82000000,0.69416768,0.54000000,401
83,0.54981118,0.80666667,0.69342290,0.55000000,409
84,0.54796446,0.82666667,0.69289165,0.54000000,396
85,0.54785422,0.80666667,0.69442042,0.53000000,397
86,0.54541492,0.83333333,0.69307078,0.53000000,393
87,0.54670943,0.78666667,0.69653032,0.55000000,395
88,0.54312257,0.84000000,0.69360853,0.52000000,391
89,0.54144443,0.83333333,0.69342969,0.54000000,399
90,0.54035702,0.82000000,0.69319491,0.55000000,390
91,0.54179935,0.81000000,0.69610241,0.49000000,392
92,0.53769463,0.83666667,0.69391218,0.53000000,392
93,0.53794702,0.81000000,0.69636896,0.51000000,396
94,0.54151954,0.80000000,0.69969243,0.58000000,404
95,0.53397701,0.84333333,0.69441193,0.52000000,393
96,0.53369660,0.81333333,0.69613369,0.52000000,397
97,0.53830701,0.80666667,0.70056632,0.59000000,416
98,0.53347561,0.81333333,0.69807125,0.49000000,397
99,0.52918464,0.83666667,0.69490014,0.55000000,400
100,0.53181615,0.80666667,0.69897306,0.52000000,398
