epoch,train_loss,train_accuracy,val_loss,val_accuracy,epoch_time_ms
41,0.59737340,0.73000000,0.72774117,0.46000000,394
42,0.59201507,0.77000000,0.72382610,0.45000000,399
43,0.59060663,0.77666667,0.72264525,0.47000000,400
44,0.59345748,0.75333333,0.72645303,0.54000000,390
45,0.59193675,0.73666667,0.72941164,0.48000000,389
46,0.58837099,0.74333333,0.72767408,0.46000000,392
47,0.58431847,0.77666667,0.72400596,0.44000000,397
48,0.58896003,0.75666667,0.72802635,0.52000000,389
49,0.58953014,0.75333333,0.72908173,0.54000000,391
50,0.58005946,0.80666667,0.72350363,0.50000000,392
51,0.58079373,0.74666667,0.72831173,0.47000000,396
52,0.57677312,0.78666667,0.72430902,0.44000000,406
53,0.57536784,0.78333333,0.72416392,0.45000000,407
54,0.57358683,0.79000000,0.72286234,0.45000000,388
55,0.57296272,0.81000000,0.72479444,0.54000000,391
56,0.57064557,0.82000000,0.72435950,0.50000000,389
57,0.56908469,0.79333333,0.72370480,0.45000000,389
58,0.56770654,0.82666667,0.72331590,0.50000000,388
59,0.56820387,0.80666667,0.72519381,0.55000000,390
60,0.57307966,0.73333333,0.73495286,0.50000000,394
61,0.56290774,0.82000000,0.72442469,0.47000000,392
62,0.56148163,0.82000000,0.72326983,0.47000000,394
63,0.58149993,0.71000000,0.73957095,0.55000000,392
64,0.56175283,0.81333333,0.72617470,0.54000000,391
65,0.55731092,0.82666667,0.72361487,0.48000000,391
66,0.55753520,0.83333333,0.72506018,0.55000000,389
67,0.55460823,0.83333333,0.72482221,0.52000000,388
68,0.55500353,0.82666667,0.72594603,0.55000000,387
69,0.55786467,0.75666667,0.73325485,0.50000000,389
70,0.55295196,0.81333333,0.72614031,0.55000000,387
71,0.54877141,0.84333333,0.72519436,0.50000000,389
72,0.54828356,0.82000000,0.72714031,0.48000000,396
73,0.55065201,0.79000000,0.73065117,0.49000000,390
74,0.54585420,0.81333333,0.72834737,0.45000000,390
75,0.54642934,0.79000000,0.73007997,0.47000000,390
76,0.54454569,0.79666667,0.72870223,0.47000000,402
77,0.54041427,0.84666667,0.72684515,0.51000000,391
78,0.54048569,0.81666667,0.72889253,0.47000000,389
79,0.53956731,0.84333333,0.72756594,0.54000000,389
80,0.53827828,0.84333333,0.72766545,0.54000000,389
81,0.53448967,0.84666667,0.72757688,0.49000000,390
82,0.53471796,0.85666667,0.72783272,0.53000000,387
83,0.53894605,0.77666667,0.73606091,0.48000000,399
84,0.54095502,0.80666667,0.73624694,0.55000000,388
85,0.52898259,0.87333333,0.72723479,0.48000000,392
86,0.52791886,0.86333333,0.72755495,0.51000000,393
87,0.52961746,0.81666667,0.73156263,0.48000000,393
88,0.52500604,0.87333333,0.72802637,0.48000000,402
89,0.52349338,0.87000000,0.72746417,0.52000000,387
90,0.52853582,0.83333333,0.73297663,0.56000000,390
91,0.52293935,0.86000000,0.72877183,0.53000000,389
92,0.51963646,0.87333333,0.72912833,0.49000000,403
93,0.51816397,0.87333333,0.72858034,0.51000000,397
94,0.51956589,0.85666667,0.72989658,0.55000000,387
95,0.51889726,0.82000000,0.73099593,0.47000000,389
96,0.51438463,0.87333333,0.72873149,0.52000000,391
97,0.51393743,0.87000000,0.73086981,0.48000000,389
98,0.51159141,0.88666667,0.73081326,0.50000000,391
99,0.51001459,0.88333333,0.72935117,0.50000000,389
100,0.51008071,0.87000000,0.72944824,0.51000000,392
