epoch,train_loss,train_accuracy,val_loss,val_accuracy,epoch_time_ms
84,0.53303364,0.82333333,0.69569083,0.52000000,391
85,0.53849912,0.82000000,0.69774000,0.53000000,387
86,0.53158536,0.82666667,0.70023394,0.53000000,390
87,0.53228739,0.82000000,0.69673556,0.51000000,399
88,0.52867194,0.83333333,0.69950643,0.53000000,392
89,0.52894651,0.83666667,0.70128911,0.53000000,394
90,0.53315059,0.83000000,0.69767336,0.52000000,391
91,0.52322037,0.83000000,0.69719009,0.51000000,393
92,0.52645391,0.82333333,0.70481767,0.52000000,395
93,0.52091356,0.83666667,0.69624094,0.49000000,390
94,0.51933758,0.83666667,0.69656856,0.50000000,395
95,0.53375201,0.75333333,0.71935251,0.51000000,395
96,0.51684247,0.83333333,0.69550132,0.49000000,388
97,0.52243653,0.80666667,0.71008066,0.53000000,393
98,0.51509492,0.84000000,0.70132317,0.55000000,387
99,0.51222914,0.84000000,0.69660389,0.49000000,388
100,0.51017768,0.84333333,0.69674940,0.52000000,389
